INSURANCE TYPE,VEHICLE TYPE,VEHICLE USE,VEHICLE MAKE,VEHICLE MODEL,VEHICLE MAKE YEAR,SUM INSURED,POLICY PREMIUM,VEHICLE AGE,PREMIUM RATE,VEHICLE AGE BAND,LOG POLICY PREMIUM
Third Party,Car,Private,Suzuki,Swift,2002,3990000.0,3500.0,23,0.0008771929824561,13+ Years,8.160803920954665
Third Party,Car,Private,Mercedes Benz,E200,2010,14000000.0,3500.0,15,0.00025,13+ Years,8.160803920954665
Third Party,Car,Private,Ssang Yong,Kyron,2008,5525000.0,3500.0,17,0.0006334841628959,13+ Years,8.160803920954665
Third Party,Car,Private,Mitsubishi,Montero,2008,9750000.0,3500.0,17,0.0003589743589743,13+ Years,8.160803920954665
Third Party,Car,Private,Land Rover,Defender,2013,45000000.0,3500.0,12,7.777777777777778e-05,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Hilux,2015,21000000.0,3500.0,10,0.0001666666666666,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Corolla,2009,7450000.0,3500.0,16,0.0004697986577181,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Axio,2018,15525000.0,3500.0,7,0.0002254428341384,4-7 Years,8.160803920954665
Third Party,Car,Private,Suzuki,Alto,2015,3850000.0,3500.0,10,0.0009090909090909,8-12 Years,8.160803920954665
Third Party,Car,Private,Honda,CRV,2005,7200000.0,3500.0,20,0.0004861111111111,13+ Years,8.160803920954665
Third Party,Car,Private,Honda,Civic,2018,14650000.0,3500.0,7,0.0002389078498293,4-7 Years,8.160803920954665
Third Party,Car,Private,BMW,740Le,2017,52500000.0,3500.0,8,6.666666666666667e-05,8-12 Years,8.160803920954665
Third Party,Car,Private,Peugeot,3008,2018,21450000.0,3500.0,7,0.0001631701631701,4-7 Years,8.160803920954665
Third Party,Car,Private,Mercedes Benz,E300,2015,22950000.0,3500.0,10,0.000152505446623,8-12 Years,8.160803920954665
Third Party,Car,Private,Perodua,Axia,2019,7300000.0,3500.0,6,0.0004794520547945,4-7 Years,8.160803920954665
Third Party,Car,Private,Tata,Nano,2017,2300000.0,3500.0,8,0.0015217391304347,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Vitz,2016,7400000.0,3500.0,9,0.0004729729729729,8-12 Years,8.160803920954665
Third Party,Car,Private,Hyundai,Venue,2019,10500000.0,3500.0,6,0.0003333333333333,4-7 Years,8.160803920954665
Third Party,Car,Private,Toyota,Corolla,1986,750000.0,3500.0,39,0.0046666666666666,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Aqua,2012,6950000.0,3500.0,13,0.0005035971223021,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Land Cruiser Sahara,2014,93500000.0,3500.0,11,3.74331550802139e-05,8-12 Years,8.160803920954665
Third Party,Car,Private,Suzuki,Alto,2013,2985000.0,3500.0,12,0.0011725293132328,8-12 Years,8.160803920954665
Third Party,Car,Private,Suzuki,Swift,2017,9450000.0,3500.0,8,0.0003703703703703,8-12 Years,8.160803920954665
Third Party,Car,Private,Micro,Kyron,2009,5675000.0,3500.0,16,0.0006167400881057,13+ Years,8.160803920954665
Third Party,Car,Private,Audi,A1,2018,9975000.0,3500.0,7,0.0003508771929824,4-7 Years,8.160803920954665
Third Party,Car,Private,Toyota,Prius,2012,9750000.0,3500.0,13,0.0003589743589743,13+ Years,8.160803920954665
Third Party,Car,Private,Honda,CRV,2018,28500000.0,3500.0,7,0.0001228070175438,4-7 Years,8.160803920954665
Third Party,Car,Private,Honda,Civic,2018,15000000.0,3500.0,7,0.0002333333333333,4-7 Years,8.160803920954665
Third Party,Car,Private,Nissan,X-Trail,2010,8550000.0,3500.0,15,0.0004093567251461,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Corolla,2008,6795000.0,3500.0,17,0.0005150846210448,13+ Years,8.160803920954665
Third Party,Car,Private,Suzuki,Alto,2016,2990000.0,3500.0,9,0.0011705685618729,8-12 Years,8.160803920954665
Third Party,Car,Private,Audi,Q3,2018,21875000.0,3500.0,7,0.00016,4-7 Years,8.160803920954665
Third Party,Car,Private,Mazda,Familia,2000,2850000.0,3500.0,25,0.0012280701754385,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Axio,2016,11650000.0,3500.0,9,0.0003004291845493,8-12 Years,8.160803920954665
Third Party,Car,Private,BMW,520d,2012,21800000.0,3500.0,13,0.0001605504587155,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,CHR,2019,17650000.0,3500.0,6,0.0001983002832861,4-7 Years,8.160803920954665
Third Party,Car,Private,Land Rover,Defender,2014,46800000.0,3500.0,11,7.478632478632479e-05,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Allion,2010,10950000.0,3500.0,15,0.0003196347031963,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Vitz,2019,11250000.0,3500.0,6,0.0003111111111111,4-7 Years,8.160803920954665
Third Party,Car,Private,BMW,523i,2007,11275000.0,3500.0,18,0.000310421286031,13+ Years,8.160803920954665
Third Party,Car,Private,Mercedes Benz,C220,2013,15950000.0,3500.0,12,0.0002194357366771,8-12 Years,8.160803920954665
Third Party,Car,Private,BMW,X5,2016,31250000.0,3500.0,9,0.000112,8-12 Years,8.160803920954665
Third Party,Car,Private,Perodua,Axia,2016,5775000.0,3500.0,9,0.0006060606060606,8-12 Years,8.160803920954665
Third Party,Car,Private,Suzuki,Alto,2011,2785000.0,3500.0,14,0.0012567324955116,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Yaris,2008,6100000.0,3500.0,17,0.0005737704918032,13+ Years,8.160803920954665
Third Party,Car,Private,Suzuki,Maruti,2007,1985000.0,3500.0,18,0.0017632241813602,13+ Years,8.160803920954665
Third Party,Car,Private,Suzuki,Swift,2002,3700000.0,3500.0,23,0.0009459459459459,13+ Years,8.160803920954665
Third Party,Car,Private,Nissan,Dayz,2016,5625000.0,3500.0,9,0.0006222222222222,8-12 Years,8.160803920954665
Third Party,Car,Private,Honda,Civic,2017,13700000.0,3500.0,8,0.0002554744525547,8-12 Years,8.160803920954665
Third Party,Car,Private,Honda,Civic,2011,8150000.0,3500.0,14,0.0004294478527607,13+ Years,8.160803920954665
Third Party,Car,Private,Maruti,Suzuki,2011,2175000.0,3500.0,14,0.0016091954022988,13+ Years,8.160803920954665
Third Party,Car,Private,Honda,Vezel,2016,13800000.0,3500.0,9,0.0002536231884057,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Corolla,1996,2790000.0,3500.0,29,0.0012544802867383,13+ Years,8.160803920954665
Third Party,Car,Private,Mercedes Benz,E200,2013,23500000.0,3500.0,12,0.0001489361702127,8-12 Years,8.160803920954665
Third Party,Car,Private,Audi,Q2,2017,16290000.0,3500.0,8,0.0002148557397176,8-12 Years,8.160803920954665
Third Party,Car,Private,Honda,Vezel,2016,14200000.0,3500.0,9,0.0002464788732394,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Raize,2019,14250000.0,3500.0,6,0.0002456140350877,4-7 Years,8.160803920954665
Third Party,Car,Private,Mitsubishi,Outlander,2015,14800000.0,3500.0,10,0.0002364864864864,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Axio,2008,7325000.0,3500.0,17,0.0004778156996587,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Prius,2013,10700000.0,3500.0,12,0.0003271028037383,8-12 Years,8.160803920954665
Third Party,Car,Private,Suzuki,Hustler,2016,6375000.0,3500.0,9,0.0005490196078431,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,CHR,2018,16500000.0,3500.0,7,0.0002121212121212,4-7 Years,8.160803920954665
Third Party,Car,Private,Toyota,Premio,2014,13750000.0,3500.0,11,0.0002545454545454,8-12 Years,8.160803920954665
Third Party,Car,Private,Renault,KWID,2016,3375000.0,3500.0,9,0.001037037037037,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Allion,2010,10250000.0,3500.0,15,0.0003414634146341,13+ Years,8.160803920954665
Third Party,Car,Private,MG,ZS,2019,10800000.0,3500.0,6,0.000324074074074,4-7 Years,8.160803920954665
Third Party,Car,Private,Mercedes Benz,E300,2015,22200000.0,3500.0,10,0.0001576576576576,8-12 Years,8.160803920954665
Third Party,Car,Private,Nissan,Sunny,2004,4750000.0,3500.0,21,0.0007368421052631,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Prius,2013,10890000.0,3500.0,12,0.0003213957759412,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Fortuner,2013,19900000.0,3500.0,12,0.0001758793969849,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Vitz,2018,9300000.0,3500.0,7,0.0003763440860215,4-7 Years,8.160803920954665
Third Party,Car,Private,Toyota,Land Cruiser Prado,2008,20500000.0,3500.0,17,0.000170731707317,13+ Years,8.160803920954665
Third Party,Car,Private,Suzuki,Wagon R,2018,6890000.0,3500.0,7,0.0005079825834542,4-7 Years,8.160803920954665
Third Party,Car,Private,Suzuki,Alto,2015,3275000.0,3500.0,10,0.0010687022900763,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Premio,2014,14250000.0,3500.0,11,0.0002456140350877,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Hilux,2011,12650000.0,3500.0,14,0.0002766798418972,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Vitz,2018,9650000.0,3500.0,7,0.0003626943005181,4-7 Years,8.160803920954665
Third Party,Car,Private,Toyota,Allion,2013,12850000.0,3500.0,12,0.000272373540856,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Aqua,2013,7790000.0,3500.0,12,0.0004492939666238,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Passo,2011,5350000.0,3500.0,14,0.0006542056074766,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Premio,2015,14900000.0,3500.0,10,0.000234899328859,8-12 Years,8.160803920954665
Third Party,Car,Private,Honda,Fit Shuttle,2016,12200000.0,3500.0,9,0.0002868852459016,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Corolla,1989,775000.0,3500.0,36,0.004516129032258,13+ Years,8.160803920954665
Third Party,Car,Private,Maruti Suzuki,Alto,2007,2418000.0,3500.0,18,0.0014474772539288,13+ Years,8.160803920954665
Third Party,Car,Private,BMW,520d,2013,25100000.0,3500.0,12,0.0001394422310756,8-12 Years,8.160803920954665
Third Party,Car,Private,Proton,Wira,2000,2075000.0,3500.0,25,0.0016867469879518,13+ Years,8.160803920954665
Third Party,Car,Private,Nissan,Sunny,2001,3875000.0,3500.0,24,0.0009032258064516,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Vitz,2007,5500000.0,3500.0,18,0.0006363636363636,13+ Years,8.160803920954665
Third Party,Car,Private,Suzuki,Alto,2016,5250000.0,3500.0,9,0.0006666666666666,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Corolla,1996,2850000.0,3500.0,29,0.0012280701754385,13+ Years,8.160803920954665
Third Party,Car,Private,Mitsubishi,eK Wagon,2018,6390000.0,3500.0,7,0.0005477308294209,4-7 Years,8.160803920954665
Third Party,Car,Private,Nissan,Sunny,2001,3890000.0,3500.0,24,0.0008997429305912,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Corolla,1995,2800000.0,3500.0,30,0.00125,13+ Years,8.160803920954665
Third Party,Car,Private,Mercedes Benz,C180,2011,13500000.0,3500.0,14,0.0002592592592592,13+ Years,8.160803920954665
Third Party,Car,Private,Land Rover,Range Rover Sport,2019,67500000.0,3500.0,6,5.185185185185185e-05,4-7 Years,8.160803920954665
Third Party,Car,Private,Mercedes Benz,E300,2016,25500000.0,3500.0,9,0.0001372549019607,8-12 Years,8.160803920954665
Third Party,Car,Private,BMW,530e,2018,38500000.0,3500.0,7,9.09090909090909e-05,4-7 Years,8.160803920954665
Third Party,Car,Private,Nissan,Sunny,2000,3575000.0,3500.0,25,0.0009790209790209,13+ Years,8.160803920954665
Third Party,Car,Private,Honda,Civic,2011,7150000.0,3500.0,14,0.0004895104895104,13+ Years,8.160803920954665
Third Party,Car,Private,Suzuki,Alto,2014,3250000.0,3500.0,11,0.001076923076923,8-12 Years,8.160803920954665
Third Party,Car,Private,Mazda,Demio,1997,2575000.0,3500.0,28,0.0013592233009708,13+ Years,8.160803920954665
Third Party,Car,Private,Suzuki,Alto,2015,3150000.0,3500.0,10,0.0011111111111111,8-12 Years,8.160803920954665
Third Party,Car,Private,Tata,Indica,2006,1775000.0,3500.0,19,0.0019718309859154,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Premio,2016,15750000.0,3500.0,9,0.0002222222222222,8-12 Years,8.160803920954665
Third Party,Car,Private,Land Rover,Discovery,2019,54500000.0,3500.0,6,6.422018348623854e-05,4-7 Years,8.160803920954665
Third Party,Car,Private,Toyota,Premio,2019,19675000.0,3500.0,6,0.0001778907242693,4-7 Years,8.160803920954665
Third Party,Car,Private,Toyota,Land Cruiser Sahara,2011,69500000.0,3500.0,14,5.035971223021583e-05,13+ Years,8.160803920954665
Third Party,Car,Private,Suzuki,Swift,2004,4295000.0,3500.0,21,0.0008149010477299,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Corsa,1999,2875000.0,3500.0,26,0.0012173913043478,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Axio,2015,11500000.0,3500.0,10,0.0003043478260869,8-12 Years,8.160803920954665
Third Party,Car,Private,Suzuki,Maruti,2011,1950000.0,3500.0,14,0.0017948717948717,13+ Years,8.160803920954665
Third Party,Car,Private,Mercedes Benz,C200,2002,6000000.0,3500.0,23,0.0005833333333333,13+ Years,8.160803920954665
Third Party,Car,Private,Audi,A6,2017,24200000.0,3500.0,8,0.0001446280991735,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Axio,2014,9850000.0,3500.0,11,0.0003553299492385,8-12 Years,8.160803920954665
Third Party,Car,Private,Audi,Q7,2017,44500000.0,3500.0,8,7.865168539325843e-05,8-12 Years,8.160803920954665
Third Party,Car,Private,Mini,Cooper,2019,16900000.0,3500.0,6,0.0002071005917159,4-7 Years,8.160803920954665
Third Party,Car,Private,Mitsubishi,Pajero,2001,3800000.0,3500.0,24,0.0009210526315789,13+ Years,8.160803920954665
Third Party,Car,Private,Suzuki,Swift,2017,9250000.0,3500.0,8,0.0003783783783783,8-12 Years,8.160803920954665
Third Party,Car,Private,Honda,Civic,2018,14700000.0,3500.0,7,0.0002380952380952,4-7 Years,8.160803920954665
Third Party,Car,Private,Toyota,Aqua,2013,7390000.0,3500.0,12,0.0004736129905277,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,CHR,2017,15475000.0,3500.0,8,0.0002261712439418,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Corolla,2008,6975000.0,3500.0,17,0.0005017921146953,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Vitz,2018,9395000.0,3500.0,7,0.0003725385843533,4-7 Years,8.160803920954665
Third Party,Car,Private,BMW,520d,2013,25500000.0,3500.0,12,0.0001372549019607,8-12 Years,8.160803920954665
Third Party,Car,Private,Mercedes Benz,E200,2016,42500000.0,3500.0,9,8.23529411764706e-05,8-12 Years,8.160803920954665
Third Party,Car,Private,Nissan,Sunny,2005,4200000.0,3500.0,20,0.0008333333333333,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Aqua,2013,7790000.0,3500.0,12,0.0004492939666238,8-12 Years,8.160803920954665
Third Party,Car,Private,Suzuki,Wagon R Stingray,2017,6925000.0,3500.0,8,0.0005054151624548,8-12 Years,8.160803920954665
Third Party,Car,Private,Datsun,Redi Go,2016,2650000.0,3500.0,9,0.0013207547169811,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Corolla,1997,3675000.0,3500.0,28,0.0009523809523809,13+ Years,8.160803920954665
Third Party,Car,Private,Hyundai,Venue,2019,10900000.0,3500.0,6,0.0003211009174311,4-7 Years,8.160803920954665
Third Party,Car,Private,Kia,Sportage,2011,10725000.0,3500.0,14,0.0003263403263403,13+ Years,8.160803920954665
Third Party,Car,Private,Honda,Grace,2015,11375000.0,3500.0,10,0.0003076923076923,8-12 Years,8.160803920954665
Third Party,Car,Private,Honda,Fit,2014,8500000.0,3500.0,11,0.0004117647058823,8-12 Years,8.160803920954665
Third Party,Car,Private,Jaguar,XF,2014,18500000.0,3500.0,11,0.0001891891891891,8-12 Years,8.160803920954665
Third Party,Car,Private,Nissan,X-Trail,2016,13500000.0,3500.0,9,0.0002592592592592,8-12 Years,8.160803920954665
Third Party,Car,Private,Mitsubishi,Outlander,2013,14000000.0,3500.0,12,0.00025,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Corona,1991,1875000.0,3500.0,34,0.0018666666666666,13+ Years,8.160803920954665
Third Party,Car,Private,Honda,Vezel,2014,10850000.0,3500.0,11,0.0003225806451612,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Passo,2020,8100000.0,3500.0,5,0.000432098765432,4-7 Years,8.160803920954665
Third Party,Car,Private,Nissan,Wingroad,2005,4275000.0,3500.0,20,0.0008187134502923,13+ Years,8.160803920954665
Third Party,Car,Private,Nissan,March,1987,895000.0,3500.0,38,0.0039106145251396,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Carina,1986,1075000.0,3500.0,39,0.0032558139534883,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Prius,2015,11690000.0,3500.0,10,0.0002994011976047,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Rush,2018,17375000.0,3500.0,7,0.0002014388489208,4-7 Years,8.160803920954665
Third Party,Car,Private,Toyota,Axio,2017,14375000.0,3500.0,8,0.0002434782608695,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Vitz,2019,9990000.0,3500.0,6,0.0003503503503503,4-7 Years,8.160803920954665
Third Party,Car,Private,Volkswagen,Polo,2018,13800000.0,3500.0,7,0.0002536231884057,4-7 Years,8.160803920954665
Third Party,Car,Private,Toyota,Allion,2018,17100000.0,3500.0,7,0.000204678362573,4-7 Years,8.160803920954665
Third Party,Car,Private,Toyota,Land Cruiser Prado,2007,21900000.0,3500.0,18,0.0001598173515981,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Vitz,2016,7950000.0,3500.0,9,0.000440251572327,8-12 Years,8.160803920954665
Third Party,Car,Private,Mazda,6,2015,14700000.0,3500.0,10,0.0002380952380952,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Aqua,2015,8450000.0,3500.0,10,0.0004142011834319,8-12 Years,8.160803920954665
Third Party,Car,Private,BMW,X5,2016,34500000.0,3500.0,9,0.0001014492753623,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Corolla,2003,5995000.0,3500.0,22,0.0005838198498748,13+ Years,8.160803920954665
Third Party,Car,Private,Nissan,Sunny,2010,6075000.0,3500.0,15,0.0005761316872427,13+ Years,8.160803920954665
Third Party,Car,Private,Mercedes Benz,E250,2013,25400000.0,3500.0,12,0.0001377952755905,8-12 Years,8.160803920954665
Third Party,Car,Private,BMW,318i,2017,19975000.0,3500.0,8,0.0001752190237797,8-12 Years,8.160803920954665
Third Party,Car,Private,Honda,CRV,2018,27800000.0,3500.0,7,0.0001258992805755,4-7 Years,8.160803920954665
Third Party,Car,Private,Toyota,Aqua,2013,7950000.0,3500.0,12,0.000440251572327,8-12 Years,8.160803920954665
Third Party,Car,Private,Mitsubishi,Pajero,1996,5275000.0,3500.0,29,0.0006635071090047,13+ Years,8.160803920954665
Third Party,Car,Private,MG,6,2013,8950000.0,3500.0,12,0.0003910614525139,8-12 Years,8.160803920954665
Third Party,Car,Private,Honda,Fit Shuttle,2012,8295000.0,3500.0,13,0.00042194092827,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Prius,2008,6550000.0,3500.0,17,0.0005343511450381,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Corolla,1977,750000.0,3500.0,48,0.0046666666666666,13+ Years,8.160803920954665
Third Party,Car,Private,Suzuki,Wagon R Stingray,2018,7375000.0,3500.0,7,0.0004745762711864,4-7 Years,8.160803920954665
Third Party,Car,Private,Toyota,Prius,2014,10750000.0,3500.0,11,0.0003255813953488,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Allion,2010,10300000.0,3500.0,15,0.0003398058252427,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Allion,2013,12975000.0,3500.0,12,0.0002697495183044,8-12 Years,8.160803920954665
Third Party,Car,Private,Daihatsu,Mira,2016,5390000.0,3500.0,9,0.0006493506493506,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Axio,2016,13190000.0,3500.0,9,0.0002653525398028,8-12 Years,8.160803920954665
Third Party,Car,Private,Honda,Vezel,2016,13790000.0,3500.0,9,0.0002538071065989,8-12 Years,8.160803920954665
Third Party,Car,Private,Nissan,Pulsar,1997,2650000.0,3500.0,28,0.0013207547169811,13+ Years,8.160803920954665
Third Party,Car,Private,Honda,Vezel,2017,14300000.0,3500.0,8,0.0002447552447552,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Vitz,2016,7700000.0,3500.0,9,0.0004545454545454,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,CHR,2018,15950000.0,3500.0,7,0.0002194357366771,4-7 Years,8.160803920954665
Third Party,Car,Private,Toyota,IST,2008,7250000.0,3500.0,17,0.0004827586206896,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Hilux,2007,11200000.0,3500.0,18,0.0003125,13+ Years,8.160803920954665
Third Party,Car,Private,Honda,CRV,2018,24000000.0,3500.0,7,0.0001458333333333,4-7 Years,8.160803920954665
Third Party,Car,Private,Mitsubishi,Lancer,2000,3565000.0,3500.0,25,0.0009817671809256,13+ Years,8.160803920954665
Third Party,Car,Private,Suzuki,Swift,2010,4450000.0,3500.0,15,0.0007865168539325,13+ Years,8.160803920954665
Third Party,Car,Private,Datsun,Redi Go,2017,2890000.0,3500.0,8,0.0012110726643598,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Hilux,2006,11975000.0,3500.0,19,0.0002922755741127,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,CHR,2019,17690000.0,3500.0,6,0.0001978518937252,4-7 Years,8.160803920954665
Third Party,Car,Private,Mitsubishi,Montero,2005,13850000.0,3500.0,20,0.0002527075812274,13+ Years,8.160803920954665
Third Party,Car,Private,Honda,Fit,2016,9500000.0,3500.0,9,0.0003684210526315,8-12 Years,8.160803920954665
Third Party,Car,Private,Suzuki,Wagon R,2018,6725000.0,3500.0,7,0.0005204460966542,4-7 Years,8.160803920954665
Third Party,Car,Private,Porsche,Cayenne,2011,20300000.0,3500.0,14,0.0001724137931034,13+ Years,8.160803920954665
Third Party,Car,Private,Honda,Civic,2019,18000000.0,3500.0,6,0.0001944444444444,4-7 Years,8.160803920954665
Third Party,Car,Private,Toyota,Passo,2016,7200000.0,3500.0,9,0.0004861111111111,8-12 Years,8.160803920954665
Third Party,Car,Private,Honda,Vezel,2015,11850000.0,3500.0,10,0.000295358649789,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Premio,2017,17900000.0,3500.0,8,0.0001955307262569,8-12 Years,8.160803920954665
Third Party,Car,Private,Suzuki,Wagon R,2016,5650000.0,3500.0,9,0.0006194690265486,8-12 Years,8.160803920954665
Third Party,Car,Private,Micro,Trend,2012,1550000.0,3500.0,13,0.002258064516129,13+ Years,8.160803920954665
Third Party,Car,Private,Suzuki,Esteem,2000,1720000.0,3500.0,25,0.0020348837209302,13+ Years,8.160803920954665
Third Party,Car,Private,Micro,MX 7,2014,3350000.0,3500.0,11,0.0010447761194029,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Avanza,2011,7250000.0,3500.0,14,0.0004827586206896,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Sprinter,1996,3190000.0,3500.0,29,0.0010971786833855,13+ Years,8.160803920954665
Third Party,Car,Private,Nissan,Leaf,2023,20800000.0,3500.0,2,0.0001682692307692,0-3 Years,8.160803920954665
Third Party,Car,Private,Toyota,Mark,2007,10300000.0,3500.0,18,0.0003398058252427,13+ Years,8.160803920954665
Third Party,Car,Private,Tata,Indica,2015,2750000.0,3500.0,10,0.0012727272727272,8-12 Years,8.160803920954665
Third Party,Car,Private,Renault,KWID,2017,3375000.0,3500.0,8,0.001037037037037,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Tank,2019,9500000.0,3500.0,6,0.0003684210526315,4-7 Years,8.160803920954665
Third Party,Car,Private,Toyota,Passo,2009,4950000.0,3500.0,16,0.0007070707070707,13+ Years,8.160803920954665
Third Party,Car,Private,Daihatsu,Terios,2003,4650000.0,3500.0,22,0.000752688172043,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Passo,2015,6950000.0,3500.0,10,0.0005035971223021,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Corolla,1991,1430000.0,3500.0,34,0.0024475524475524,13+ Years,8.160803920954665
Third Party,Car,Private,Honda,N-Box,2016,6875000.0,3500.0,9,0.0005090909090909,8-12 Years,8.160803920954665
Third Party,Car,Private,Audi,A4,2017,24000000.0,3500.0,8,0.0001458333333333,8-12 Years,8.160803920954665
Third Party,Car,Private,Micro,Panda Cross,2015,4250000.0,3500.0,10,0.0008235294117647,8-12 Years,8.160803920954665
Third Party,Car,Private,Suzuki,Swift,2017,9575000.0,3500.0,8,0.0003655352480417,8-12 Years,8.160803920954665
Third Party,Car,Private,Honda,Fit,2012,6550000.0,3500.0,13,0.0005343511450381,13+ Years,8.160803920954665
Third Party,Car,Private,Honda,Fit,2012,6690000.0,3500.0,13,0.0005231689088191,13+ Years,8.160803920954665
Third Party,Car,Private,Land Rover,Range Rover,2019,123000000.0,3500.0,6,2.8455284552845528e-05,4-7 Years,8.160803920954665
Third Party,Car,Private,Suzuki,Alto,2017,3680000.0,3500.0,8,0.0009510869565217,8-12 Years,8.160803920954665
Third Party,Car,Private,Nissan,March,1996,2075000.0,3500.0,29,0.0016867469879518,13+ Years,8.160803920954665
Third Party,Car,Private,Suzuki,Wagon R,2014,5790000.0,3500.0,11,0.0006044905008635,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Aqua,2014,7375000.0,3500.0,11,0.0004745762711864,8-12 Years,8.160803920954665
Third Party,Car,Private,Nissan,Sunny,2001,3700000.0,3500.0,24,0.0009459459459459,13+ Years,8.160803920954665
Third Party,Car,Private,Mahindra,KUV100,2021,4975000.0,3500.0,4,0.0007035175879396,4-7 Years,8.160803920954665
Third Party,Car,Private,Nissan,X-Trail,2013,11800000.0,3500.0,12,0.0002966101694915,8-12 Years,8.160803920954665
Third Party,Car,Private,Mitsubishi,Outlander,2013,14750000.0,3500.0,12,0.0002372881355932,8-12 Years,8.160803920954665
Third Party,Car,Private,Honda,Fit,2013,8475000.0,3500.0,12,0.0004129793510324,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Vitz,2016,7790000.0,3500.0,9,0.0004492939666238,8-12 Years,8.160803920954665
Third Party,Car,Private,Toyota,Corona,1990,1600000.0,3500.0,35,0.0021875,13+ Years,8.160803920954665
Third Party,Car,Private,Toyota,Soluna,2000,3175000.0,3500.0,25,0.0011023622047244,13+ Years,8.160803920954665
Third Party,Car,Private,Mitsubishi,eK Wagon,2016,5550000.0,3500.0,9,0.0006306306306306,8-12 Years,8.160803920954665
Third Party,Car,Private,Suzuki,Celerio,2015,4700000.0,3500.0,10,0.0007446808510638,8-12 Years,8.160803920954665
Third Party,Car,Private,Suzuki,Alto,2015,3280000.0,3500.0,10,0.0010670731707317,8-12 Years,8.160803920954665
