INSURANCE TYPE,VEHICLE TYPE,VEHICLE USE,VEHICLE MAKE,VEHICLE MODEL,VEHICLE MAKE YEAR,SUM INSURED,POLICY PREMIUM,VEHICLE AGE,PREMIUM RATE,VEHICLE AGE BAND,LOG POLICY PREMIUM
Comprehensive,Car,Private,Toyota,Harrier,2017,31150000.0,414325.98,8,0.0133009945425361,8-12 Years,12.934410747837504
Comprehensive,Car,Private,Honda,Civic,2017,16000000.0,214230.44,8,0.0133894025,8-12 Years,12.274812204936328
Comprehensive,Car,Private,Nissan,X-Trail,2016,12375000.0,166352.23,9,0.0134426044444444,8-12 Years,12.021868698150213
Comprehensive,Car,Private,Suzuki,Alto,2011,2690000.0,38436.41,14,0.0142886282527881,13+ Years,10.556786483082718
Comprehensive,Car,Private,Tata,Nano,2017,2250000.0,32624.96,8,0.0144999822222222,8-12 Years,10.392863569479436
Comprehensive,Car,Private,Suzuki,Maruti,2012,1995000.0,29256.86,13,0.0146650927318295,13+ Years,10.28390353451052
Comprehensive,Car,Private,Land Rover,Discovery,2010,32500000.0,432156.21,15,0.0132971141538461,13+ Years,12.97654471306336
Comprehensive,Car,Private,Honda,Vezel,2014,9890000.0,133532.0,11,0.0135017189079878,8-12 Years,11.802103917287013
Comprehensive,Car,Private,Nissan,X-Trail,2004,5875000.0,80503.17,21,0.0137026672340425,13+ Years,11.296064263307253
Comprehensive,Car,Private,Nissan,Sunny,1994,1990000.0,29190.88,31,0.0146687839195979,13+ Years,10.28164586739257
Comprehensive,Car,Private,Mercedes Benz,E200,2010,14000000.0,187815.5,15,0.0134153928571428,13+ Years,12.143220701321807
Comprehensive,Car,Private,Ssang Yong,Kyron,2008,5525000.0,75880.41,17,0.0137340108597285,13+ Years,11.236927005847841
Comprehensive,Car,Private,Audi,Q2,2017,16500000.0,220833.68,8,0.0133838593939393,8-12 Years,12.305169646269018
Comprehensive,Car,Private,Mitsubishi,Montero,2008,9750000.0,131682.5,17,0.0135058974358974,13+ Years,11.788156595144542
Comprehensive,Car,Private,BMW,X5,2016,34800000.0,462534.1,9,0.0132912097701149,8-12 Years,13.044477724946864
Comprehensive,Car,Private,Land Rover,Defender,2013,45000000.0,597252.1,12,0.0132722688888888,8-12 Years,13.300096255630843
Comprehensive,Car,Private,BMW,X3,2013,19800000.0,264419.03,12,0.0133544964646464,8-12 Years,12.485294140519947
Comprehensive,Car,Private,Land Rover,Discovery,2010,24750000.0,329797.56,15,0.0133251539393939,13+ Years,12.706237322815507
Comprehensive,Car,Private,Peugeot,5008,2019,23750000.0,316590.09,6,0.0133301090526315,4-7 Years,12.665366283266135
Comprehensive,Car,Private,Toyota,Hilux,2015,21000000.0,280268.8,10,0.0133461333333333,8-12 Years,12.54350798964301
Comprehensive,Car,Private,Toyota,Aqua,2012,7180000.0,97738.57,13,0.0136126142061281,13+ Years,11.490061771387417
Comprehensive,Car,Private,BMW,520d,2013,27000000.0,359514.62,12,0.0133153562962962,8-12 Years,12.792512904434396
Comprehensive,Car,Private,Toyota,Corolla,2009,7450000.0,101304.61,16,0.0135979342281879,13+ Years,11.525897068762585
Comprehensive,Car,Private,Toyota,Axio,2018,15525000.0,207957.12,7,0.0133949835748792,4-7 Years,12.24509199225675
Comprehensive,Car,Private,Perodua,Viva Elite,2010,4285000.0,59502.78,15,0.0138862963827304,13+ Years,10.993795118927578
Comprehensive,Car,Private,Toyota,Vitz,2008,5690000.0,78059.83,17,0.0137187750439367,13+ Years,11.265243673524607
Comprehensive,Car,Private,BMW,520d,2015,34950000.0,464515.57,10,0.0132908603719599,8-12 Years,13.048752509366187
Comprehensive,Car,Private,Toyota,CHR,2018,15290000.0,204852.95,7,0.0133978384565075,4-7 Years,12.23005256519087
Comprehensive,Car,Private,Audi,A6,2014,17950000.0,239985.56,11,0.0133696690807799,8-12 Years,12.38833820075607
Comprehensive,Car,Private,Nissan,March,2007,4200000.0,58380.08,18,0.013900019047619,13+ Years,10.974747143723118
Comprehensive,Car,Private,Suzuki,Alto,2012,3100000.0,43851.97,13,0.0141457967741935,13+ Years,10.688597726407494
Comprehensive,Car,Private,BMW,iX xDrive40,2023,77500000.0,1026501.41,2,0.0132451794838709,0-3 Years,13.841667863222101
Comprehensive,Car,Private,Toyota,Land Cruiser Prado,2013,38500000.0,511403.04,12,0.0132831958441558,8-12 Years,13.144915241690695
Comprehensive,Car,Private,BYD,Seal,2024,35500000.0,471779.63,1,0.0132895670422535,0-3 Years,13.064269389580906
Comprehensive,Car,Private,Porsche,Taycan,2023,125000000.0,1653864.78,2,0.01323091824,0-3 Years,14.318626002542686
Comprehensive,Car,Private,Mercedes Benz,E200,2010,15500000.0,207626.21,15,0.0133952393548387,13+ Years,12.243499491049194
Comprehensive,Car,Private,Suzuki,Maruti,2005,1650000.0,24700.08,20,0.0149697454545454,13+ Years,10.114602246356528
Comprehensive,Car,Private,Honda,Fit,2013,8290000.0,112399.65,12,0.0135584620024125,8-12 Years,11.629824999343157
Comprehensive,Car,Private,Suzuki,Alto,2015,3395000.0,47747.92,10,0.0140641885125184,8-12 Years,10.773711727852042
Comprehensive,Car,Private,Kia,Cerato,2009,5900000.0,80833.08,16,0.0137005220338983,13+ Years,11.300153937762305
Comprehensive,Car,Private,BMW,316i,2014,17800000.0,238004.09,11,0.0133710162921348,8-12 Years,12.380047338979544
Comprehensive,Car,Private,Mercedes Benz,E200,2011,24000000.0,319891.21,14,0.0133288004166666,13+ Years,12.67573937428131
Comprehensive,Car,Private,Suzuki,Maruti,2004,1585000.0,23842.31,21,0.0150424668769716,13+ Years,10.079258953823468
Comprehensive,Car,Private,Toyota,Camry,2011,10800000.0,145550.79,14,0.013476925,13+ Years,11.888287247277468
Comprehensive,Car,Private,Toyota,Premio,2013,12590000.0,169192.48,12,0.0134386401906274,8-12 Years,12.038798191132836
Comprehensive,Car,Private,Hyundai,Grand i10,2024,9439999.0,127588.58,1,0.0135157408385318,0-3 Years,11.756573985116344
Comprehensive,Car,Private,Audi,A5,2019,33750000.0,448665.8,6,0.0132938014814814,4-7 Years,13.014035797695476
